Смерти/д.н.,ср. кол-во рака в г.,ср. кол-во смертей в г.,ср. кол-во диагнозов/д.н.,медиан. доход,Население графства,% бедности,кол-во исслед./д.н. в округе,ср. возраст в округе,ср. возраст м. в округе,ср. возраст ж. в округе,ср. размер дом-ва,% женатых,% 18-24 без 11 классов,% 18-24 оконч. 11 классов,% 18-24 оконч. бакалавр,% >25 оконч. 11 классов,% >25 оконч. бакалавр,% >16 работают,% >16 не работают,% с частной мед. страховкой,% с гос. мед. страховкой,% раса белые,% раса черн.,% раса азиаты,% раса другие,отн. кол-ва детей к женщинам
168.3,36,15,447.2,52601,5797,10.7,0,41.9,41.1,42.5,2.51,58.1,14.3,36.8,2.7,38.6,12.6,64.2,4.5,72.8,30.3,95.5677,0.3921,0.0511,2.523,7.0557
177.9,236,94,487.5,50043,36706,12.9,27.24350242,39.4,38.3,40.4,2.37,55.8,16.3,31.9,8.3,36.8,13.4,63.7,5.1,72.7,30.8,95.8257,0.4901,0.5773,0.3131,7.2189
151.9,13,6,406.9,45624,1799,13.8,0,46.2,42.8,48.3,2.18,62.3,18.4,29.1,17,32.5,13.6,57.7,4,64.8,35.9,98.5112,0.0993,0,0.2481,5.8309
150.3,37,15,423.8,54556,5619,10.1,0,47.5,46.2,49.1,2.22,57.5,15.8,33.1,5.8,39.1,13.5,63.3,3.4,74.7,31.9,97.1915,0.9128,0.0176,1.0005,6.0018
119.2,18,7,339.4,44794,2985,13.6,0,49.9,49,50.8,2.15,64,6.9,35.8,3.4,37.1,14.6,60.9,3.5,70.8,39.5,98.132,0.1288,0.1932,0,8.0586
145.5,37,13,482.7,44461,4862,12.7,0,46.8,45.8,47.5,2.11,60.2,34.3,21.1,9.9,33.7,14,59.4,3.4,70.3,36.6,96.9511,0.1228,0.1842,0.7366,5.3156
165.2,146,57,463.1,50861,21900,11,0,44.6,42.9,46.1,2.3,57.8,15.3,37,6.4,34.6,14.1,63.2,4.3,75.9,33.2,96.6633,0.4263,0.4171,0.5729,6.4169
128.2,16,5,419.3,38645,1918,15.6,0,52.3,50.9,52.5,2.1,62.9,42,37.7,5.8,32.5,16.3,60.7,3.1,68.7,38.8,97.367,0.1646,1.0971,0.0549,4.7059
141,17,6,482.9,40436,2028,11.8,0,51.4,53.1,50.9,2.1,57,4.1,21.1,28.5,39.5,11.8,62.7,3.5,70.2,41.8,97.9824,0.6208,0,0.3104,3.096
187.4,14,6,445.3,55319,1973,9.1,0,46.7,45.6,48.8,2.46,64.9,10.9,55.5,8,34.8,14.5,68.5,5.1,78.6,27.9,97.0142,0,0,1.0628,1.3812
149,17,7,404.4,43858,2429,12.7,0,46,45.3,46.9,2.46,59.7,29,16.6,13.8,39.8,10.7,58.1,1.9,71.4,38.1,98.3441,0.6866,0.2827,0.0404,6.6372
160.8,300,108,469.4,48499,61680,14.7,551.232166,35.8,34.8,37.1,2.67,52,17.7,43.3,4.5,32.5,12.4,67.5,6,65.7,30.2,92.7523,2.1977,1.1153,2.1072,8.9589
155.8,48,20,411.9,62191,9190,6.9,0,42.9,40.9,44.3,2.45,62.7,25.1,33.2,8.5,31.8,18.3,65.9,2.5,77.3,30.9,96.6264,0.5385,0.2198,0.8681,3.388
223.9,25,14,445.6,46744,3452,11.4,0,49.5,46.9,50.6,2.19,62.4,15.1,27.4,5.7,37.6,12.4,59.7,1.7,74.1,33.7,97.3684,0.2024,0.2603,0.0868,5.4101
183.7,24,9,501.5,40496,2883,13.8,4856.052723,48.2,44.1,49.8,2.12,57.3,15.5,27,1.1,37.4,9.2,58.3,3,65.2,37.5,99.2706,0.1389,0.1389,0,9.8077
155.3,62,26,407.3,46667,10313,12.5,0,45.5,42.9,47.5,2.25,63.9,14.8,27.2,19.7,34,14.9,67.5,0.9,77.3,30.4,97.413,0.0866,0.3847,0.6059,8.2001
155.2,38,14,450.8,51040,6409,11.5,0,43.3,40.7,45.6,2.47,58.8,11.9,28.4,6.9,41.6,14.9,65.3,4,79.2,29.8,98.0621,0.1103,0.2363,0.1891,10.2707
201.3,46,27,379.5,44947,7263,11.5,0,45.5,45,46.4,2.18,58.4,16.2,24.6,7,42.6,10,62,4,73.2,37.8,97.1748,0.0135,0.2422,0.0538,5.1392
185.6,30,14,425.6,48511,5173,13.9,0,42.3,40,47.5,2.13,48.5,30.4,31.1,2.8,40.7,10.8,47.6,3.6,73.5,30.9,87.3815,7.1221,0.8322,2.6901,4.3371
136.4,39,13,440.9,56791,6585,9.6,0,40.8,39.5,43.5,2.34,61.2,14.4,39.8,13.5,32.5,16.8,67.7,3.8,78.9,27.8,98.1219,0.1527,0.3207,0.4886,12.7612
161.3,52,21,411.5,45192,8063,12,0,49.1,47.7,49.8,2.06,59.5,12.6,42.2,7.4,34.5,14.2,61.8,2.8,69.6,36.4,96.4768,0.577,0.4174,0.1964,2.7027
203.8,25,13,401.5,45771,3689,11.7,0,45.7,45.4,46.2,2.33,59.4,25.3,41.8,2.1,34,11.6,56.9,5.1,59.9,40,96.3441,0.2957,0.5645,0.7258,9.9349
161.7,60,25,461.2,42745,8543,14.9,0,47.6,45.9,49,2.24,61.4,14.8,32.1,6.2,37.2,13.3,63.2,3.3,70.1,36.2,87.5292,0.0701,0.5026,0.6078,6.8667
153.5,1163,422,425.9,52011,306468,14,486.1845282,32.9,32.1,33.8,2.42,47.4,6.3,17.2,13.4,22.6,23.9,68.1,5.1,76.9,24.1,87.3396,4.0003,4.0134,1.2258,6.1757
167,200,78,456.8,49770,35656,14.5,28.0457707,40.1,39.2,40.7,2.34,55.2,21.3,28.1,3.3,31.4,14.2,61.9,4.2,72,31.7,95.6346,0.8357,0.5098,1.0168,5.8435
161.2,192,69,473.4,51836,35039,13.7,485.1736636,37.5,35.3,39.3,2.43,53.7,10.3,28.8,8.1,29.3,13.6,68.4,3.1,72.2,28.2,92.1563,1.182,0.6892,2.3896,7.1236
163.6,48,18,448.8,50893,7787,10.4,0,43.8,43.3,45.2,2.28,60.9,12,43.5,3.8,34.5,12.1,67.1,5.2,75.6,33.7,96.3349,0.4887,0.1029,0.6944,4.2153
131.6,30,9,444.6,46961,4854,14,0,41.3,41.1,41.7,2.38,53.6,24.8,27.9,2.5,32.3,13.6,64.7,4,69.2,30.9,96.1223,0.8002,0.3078,1.2926,5.7609
141.8,22,9,395.7,48535,3595,11.7,0,45.9,44.2,48.1,2.25,57.5,12.7,35.4,12.2,38.1,10.9,60.9,3.2,74.9,29,99.6153,0.055,0.055,0,7.3913
164.7,39,18,398.7,49162,7046,13.6,567.6979847,39.1,36.8,41.4,2.31,52.2,9.9,31.2,3.5,34.9,20.4,59.1,8,76.5,29.2,96.1914,1.144,0.4743,0.2511,8.9196
154.3,32,14,431.1,43249,4329,13.4,0,49.2,48,50.9,2.08,60.7,16.8,26.6,9,42.1,11.2,61.9,2.9,72.3,38.5,97.9731,0.0455,0.7515,0.1594,7.1429
149.1,85,34,410.1,51527,15984,10,0,41.8,39.6,43.8,2.41,55.9,17,40.4,8.7,37.7,15.1,65.3,4.6,77.7,28.8,96.503,0.1136,0.486,0.5807,8.1475
171.1,21,9,425,42977,2659,12.2,0,49.1,46.9,50.9,2.13,62.2,31.4,15.1,24.4,45.3,10.8,57.2,4.6,70.5,35.1,99.0829,0,0,0,1.1111
147.5,15,7,327.2,56080,2944,10.4,0,44.1,41.6,45.6,2.32,65.5,27.4,31.4,4,31.1,13.5,64.6,1.7,78.8,29.3,98.8372,0.1368,0,0.2394,6.5934
173.5,50,23,409.2,54137,9296,9.5,0,42,40.1,44.6,2.4,60.3,19.2,28.6,5.1,33,16.9,64.4,1.7,77.2,29.5,97.0812,0.1519,0.1302,0.4015,2.5485
159.5,41,16,426.4,53489,7208,10,0,41.3,39.8,42.9,2.4,64.3,9.6,25.6,9.6,36,15.9,,4.7,80.2,26.9,97.9955,0.1392,0.2366,0.1949,9.1603
155.1,159,60,424.5,61768,32847,8.4,0,38,35.9,39.8,2.53,57.2,19.7,24.3,12.5,31,13.7,,4.5,78.2,23.5,95.4905,0.2757,0.6096,1.6788,5.3387
172.7,66,29,428.4,43842,10829,11.7,0,41.8,38.8,43.8,2.27,59.4,9.3,40.8,0.6,36.4,12.9,65.2,4.1,74.9,31,97.1771,1.4252,0.3928,0.0365,2.8434
192.2,58,29,444,44282,8094,14.4,0,47,46.1,48.1,2.14,59.7,11.2,38.5,5.7,39.7,15.1,60.1,3.4,69.5,40.1,93.2935,0.0366,0.2561,0.1219,6.9616
187.3,11,4,502.1,46051,1381,15,0,52,49.8,53.4,1.94,59.4,6,23.3,0.9,41.7,14.1,64.1,1.7,70.1,31.4,95.646,0.7138,0.2141,0.7138,3.3613
181.9,84,31,529,51805,14282,10.1,0,36.6,35.5,37.8,2.61,52,20,18,7.2,34.7,8.1,63.3,3.4,76.3,25.7,91.6226,0.7939,2.6811,3.1894,3.0621
176.2,111,47,428.6,61961,21016,8.2,333.0795584,41.4,40.6,42.4,2.56,60.4,10.8,29,18,33,16.1,65.4,3.5,80.2,28.5,97.2505,0.6551,0.2726,0.5356,6.0216
160.2,195,78,419.7,47194,36261,15.6,386.0897383,38.8,37.7,39.5,2.42,51.8,14.4,30.6,3.8,30,14.5,63.3,5.5,63.3,34.4,93.2914,0.8669,0.6651,2.4452,6.312
194.4,690,257,520.6,46926,120146,19.6,58.26244736,39.2,38.6,39.8,2.57,46.8,10.3,26.2,5.8,39.9,10.3,53.4,9.7,64.8,40.9,95.6149,0.9094,0.6371,0.9259,4.8595
173.8,378,143,478.7,43104,60636,18.9,362.8207665,41.6,41,42.2,2.36,46.1,7.8,24.2,5.7,34.5,14.2,54.3,7.1,71.5,36.3,94.0308,1.9186,1.2476,0.7867,4.5988
157.1,570,170,511.8,94334,99042,6.3,30.29017992,42.8,41.6,44,2.84,57.4,8,24.7,20.6,27.3,21.8,63.9,6.8,81.9,22.5,90.1244,2.2968,2.3299,2.5219,4.0669
138.8,10502,3405,435.2,56866,2339150,15.4,16.672723,37.7,36.2,39.2,2.91,45.3,13.6,23.5,15.1,27.3,19.3,58.7,8.6,54.5,37.4,41.1463,18.4791,24.3848,12.1518,4.8449
188.4,980,352,536.3,59925,160266,13,81.11514607,39.8,37.8,41.4,2.43,45.9,7.6,29.1,13.5,29,16.2,61.3,7.6,76.4,31.9,87.2664,6.1126,2.3352,0.6967,4.1891
161.7,2648,832,514.4,70299,474558,14.5,44.25170369,39.3,37.6,40.9,2.81,51.2,10.4,26.3,15.6,32,18.4,55.2,6.9,70.3,31.6,75.3313,10.5304,8.0272,3.6749,4.517
142.9,1715,501,502,83162,326037,14.7,30.67136552,36.3,34.2,38.5,3.17,53.1,15.3,27.9,14.9,23,22.2,60.4,7.9,66.6,36,70.8287,12.4626,6.2179,7.8943,6.9431
183.7,632,235,498.7,43518,111007,18.9,9.008440909,37.8,35.8,39.6,2.42,44.3,11.5,23.1,7,36.1,11,48.9,10,66.9,37.8,93.1176,2.2221,1.0044,0.8142,5.0119
174.2,1299,446,508.7,71885,226249,7.2,26.51945423,41.8,40.9,42.9,2.44,54,11.9,26,13.5,25.9,23,62.8,6,82.6,27.1,93.8402,1.6114,2.3729,0.3933,4.5209
175.7,890,343,482.8,56508,154604,13.2,19.40441386,39.9,38.4,41.6,2.65,44.8,14.5,27.1,9.9,30,16.4,,7.4,71.5,35.1,78.4284,10.1837,4.2721,3.3179,5.184
172.8,193,73,468.2,48718,31330,15.9,31.91828918,43.3,42.7,44.2,2.46,48.6,9.1,33.8,7.1,38.5,11.2,53,10.5,71.1,38.4,95.9797,1.4164,0.7646,0.3948,3.4994
184.2,125,47,510.4,48135,18186,15.4,0,45.5,43.4,47.3,2.35,49.1,19.7,42.7,9,38.9,10.1,53.2,6.4,64.5,39.7,96.6486,1.119,0.4889,0.0923,4.7408
162.7,216,73,494.3,49809,34833,14.2,0,42.3,40.4,44.2,2.37,47.4,26.9,31,8.7,34.6,11.9,53.5,5.5,70.1,35.9,92.0726,4.4844,0.7227,0.2646,7.1778
178.7,581,230,467.1,46849,97631,16.6,0,42,41.5,42.7,2.36,50.5,17.2,38.3,7,37.6,11.1,54.6,8.2,66.4,39.9,94.979,1.5669,1.5294,0.3345,6.8567
163.8,8895,2817,528,85886,1501587,7.7,181.8076475,40.6,39.1,42,2.98,51.4,10.8,28.5,15.3,29.3,18.7,61,6.4,77.9,26.2,80.9486,7.6623,3.7816,4.9505,4.4195
178.8,451,170,474.3,48908,74877,16.3,0,42.2,41.5,42.9,2.54,45.5,20.3,29.3,8.4,34,12.3,52.2,11.5,62.2,41.4,81.2341,8.5943,1.635,4.5212,5.5168
160.5,324,106,503.6,52195,49453,11.4,0,43.6,41.7,44.8,2.5,55.2,13.9,37.7,9.5,35.9,14.5,59.1,6.9,74.2,33.9,96.8167,0.751,0.5498,0.2331,6.1845
159.5,449,154,479.8,51880,104926,18.7,57.18315765,30.2,28.5,31.8,2.35,37.3,3.1,13,14.6,19.8,22.2,54.9,5.9,79.9,24.9,81.2604,4.1548,10.0457,0.8762,4.3671
170.8,1080,398,477.4,56718,180143,13.7,22.20458192,43.1,42.1,44.3,2.44,46.9,10.6,30.1,10.5,30.2,16.5,56.4,9.3,70,34.7,86.6387,5.8638,1.8798,1.701,4.3247
177.9,455,166,511.3,54585,64688,13.3,633.8115261,45.2,44,46.4,2.4,48.4,12.5,33.8,7.1,33.3,15,58.6,6.6,72.6,36.5,96.1737,1.2136,0.919,0.2731,3.5709
198.4,418,159,534.1,47547,62230,14.6,0,42.9,41.7,44.4,2.45,49.1,21.2,38,6.8,41.6,11.7,55.5,9.5,68.5,39.3,94.0175,3.2313,0.4737,0.622,4.6716
175.5,564,198,506.7,49191,91446,12.9,0,43.1,42.4,43.7,2.48,52.7,17.9,33.3,7.7,37,12.3,58.1,7.5,71,34.7,93.1473,3.4236,0.6341,0.8397,5.107
145.3,5438,1716,486.7,83152,976396,10.4,283.6963691,40.3,38.6,41.9,2.75,50.2,11.9,26.6,17.3,20.3,23.7,60.4,7.6,73.6,28,66.5839,14.4214,5.6899,9.8806,4.8714
181.1,281,87,577.4,53783,41013,12.3,0,41.1,39.8,43.2,2.38,50.9,17,33.5,6.1,40.8,9.7,54.1,7.4,74,34.2,91.7773,5.7231,0.4222,0.5043,4.8152
178.4,159,60,495.3,48368,25048,14.5,0,41.5,40.6,42.3,2.46,52.8,19.7,32.1,7.4,34.5,12.2,57.2,6.9,59.6,35.1,97.1692,1.0323,0.536,0.1985,6.1038
178.7,827,327,469.1,41296,158276,17.9,164.2700094,470.4,37.7,40.5,2.45,49,17.3,26,6.7,28.5,14.8,57.6,7.9,61.3,35.1,70.7796,18.3256,1.4756,6.1504,4.4939
174.4,207,79,457.3,43043,37325,16.4,0,42.1,40.3,43.6,2.65,51.2,12.9,33.5,2.2,39.4,9.3,53.4,9,63.9,39.2,89.3751,5.5923,1.0146,2.196,3.5728
157.1,76,28,452.5,35266,10837,20.5,369.1058411,47.2,44.9,49.4,2.25,63,22.1,44.5,3.2,33.7,11.7,47.7,10.5,56.8,43.4,90.8349,2.1721,0.2016,4.555,5.0621
186.1,137,59,431.1,32508,25759,25,3493.924454,39.7,38.1,41.9,2.55,39.3,20.6,46.1,3.3,41.6,6.6,46.4,17.6,53.2,41.5,48.127,48.8119,1.1708,0.5778,9.116
169.3,186,71,464.7,36488,27020,20.9,0,46.6,44.9,48.7,2.27,59.2,24.4,29.2,2.7,31.5,12.7,52,8.5,59.4,42.4,94.1838,0.686,0.3098,3.1976,4.6039
152.8,102,38,421.7,37131,17689,19.8,0,43.7,41.7,46.3,2.22,53.3,14.4,26.3,4.3,30.5,11.1,45,6.9,58.3,37.8,89.3303,4.1707,0.486,2.1984,6.0465
194,345,130,524.2,40357,47651,18.8,356.7606136,44.9,43.3,46.1,2.54,49.1,18.5,36.3,4.9,33.2,11.2,48.6,11.5,59.3,43.6,70.0658,26.4376,0.0883,1.6968,4.1743
175.3,121,51,430.4,31217,20199,27.7,0,44.8,40.6,47.8,2.59,39,30.5,37.6,3.9,40.3,7.4,41.8,13.5,50.8,46.1,36.2072,61.9797,0.4533,0.1608,4.8232
161.4,168,73,381.2,33521,34318,25.6,0,42.6,40.8,43.7,2.37,45.9,26.2,30.8,0.8,33.2,9.4,46.8,12.1,54,43.9,57.8975,35.2189,0.0432,3.0588,6.9703
169.2,702,291,419.2,47387,122765,15.7,57.01950882,50,48.7,51,2.34,57.4,16.8,43.4,6.6,27.3,16.8,46.2,11.4,62.7,44.1,83.436,10.8034,0.6392,2.2368,6.2924
162.7,1434,516,475.7,47296,253178,13.9,343.6317532,41.1,39.5,42.8,2.36,47.8,14.9,26.8,10.1,24.7,22.2,57.5,7,64,33.9,88.7133,6.568,1.0827,0.6048,4.1754
188,560,222,493,39275,88842,20.5,22.51187501,42.9,41.4,44.4,2.53,48.1,24.2,31.4,3.6,29.8,10.7,49.7,11.6,57.5,41.1,84.8115,5.9287,3.6349,3.2519,4.6085
195.5,464,202,453.4,38653,81287,18.8,12.30209013,42.8,41.6,43.7,2.56,49.5,21.1,38.7,4.8,31.6,9.7,50.9,12.2,55.5,40.5,89.513,4.9536,0.5944,3.0627,6.0577
143.8,46,16,417.4,61730,10309,9.7,0,41.1,41.1,41.1,2.67,57.1,8.3,34.3,4.9,23.2,14.5,55.2,9.3,76.5,27.9,82.5017,13.7683,2.2045,0.3445,1.5745
191.5,483,190,501.8,48824,68879,14.7,72.59106549,46.4,44.7,47.9,2.27,53.4,15.8,32,6.5,27.7,15.7,51.8,10.2,65.2,38.7,88.8755,6.424,1.2297,0.9908,4.1941
188.2,152,60,487.1,42730,22941,19.9,0,44.9,42.8,47.1,2.55,48.4,20.9,29.8,7.5,35.3,7.6,48.2,10.9,57.8,44.5,62.6866,32.7911,0.4531,1.7649,6.0188
146.8,384,149,427.6,56797,70928,13.9,0,46.3,44.3,48.1,2.47,57,16.9,34.4,10.8,23.3,19.1,53.9,9,66.5,36.4,78.9904,12.2777,1.3896,4.4787,5.8183
179.9,197,82,457.2,34620,27178,21,73.58893222,50,47.9,51.3,2.51,53,15,28.5,5.5,33.2,11.6,41.1,8.4,51.8,47.3,93.6992,1.6167,0.3691,0.6681,2.5332
189,95,44,437.7,38887,14394,23.2,0,44.5,40.6,47.4,2.41,48.4,15.5,22.6,12.6,33.7,12,47.7,12.7,56,44.5,63.0527,34.1567,0.2115,0.7847,7.6581
163.6,83,31,463.1,37072,10703,18.5,0,50.5,49.9,51.6,2.33,62.3,27.2,42.5,0,29.3,12.3,44.3,12.3,55.3,46.6,97.7759,0.5255,0.122,1.2106,4.2951
194.3,574,232,481.6,39444,96879,21.1,113.5436988,41.4,39.8,42.6,2.55,48.6,14.6,33,6.4,34.6,9.8,52.2,12.6,58.4,39.8,75.8093,20.8483,0.9817,0.6215,4.0503
193.6,298,139,417.5,34321,56694,24.3,0,41.5,39.8,43.2,2.47,45,25,27.5,4.6,31.7,8.2,45.3,9,50.7,44.4,61.7299,30.4456,0.325,2.6455,5.1682
181.1,554,228,457.8,43972,103451,16.4,115.9969454,430.8,32.3,39.2,2.51,52.8,12.3,39.3,4,27.9,14.6,48.9,11.4,66.6,36.2,70.5285,21.7559,2.4663,2.0402,6.903
186.1,1248,501,450.8,42582,323838,17.6,33.96760108,31.1,29.5,33.3,2.56,46.9,11.4,34.5,6.3,26,15.3,47.8,12.6,65.6,34.8,51.9099,36.2178,2.4057,2.3228,5.8835
199,107,51,400.5,58024,25263,11.2,0,42.6,41.8,43.3,2.62,60.7,19.3,49,3.8,29.3,15.6,60.6,6.6,71.4,25.1,90.2785,6.1979,0.4491,0.441,3.2847
163.2,192,69,442.5,54642,35663,11,56.08053164,45,44.3,46,2.32,54.9,15.8,29.5,25.7,24.4,20.2,64.9,6.4,65.4,31.2,90.4053,2.2345,0.4848,3.7317,4.6463
177.5,943,346,488.6,43346,164622,16.9,42.52165567,41.5,40.3,42.8,2.52,54,22.6,38.3,4.6,33.2,13.5,54.8,11,63,36,86.6111,9.3277,1.2657,1.0582,5.0325
169.3,262,94,491.1,47592,41753,13.8,47.90074965,43.8,43.1,44.7,2.6,56.3,16.7,40.9,9,31.7,16.5,55,7.2,68.1,33.7,87.4925,6.6157,0.4102,3.7011,5.7848
164.5,276,111,410.9,34109,59159,27.7,0,38.8,37.2,40.7,2.68,48.2,28.6,30.8,3.2,30.1,7.3,53.3,11.3,49,41.4,61.8623,24.9525,0.4676,11.1315,6.4305
192.1,304,132,446.1,31615,54150,25.9,0,39.9,37.6,41.8,2.57,39.4,26.3,32.6,5,35.7,7.1,49,15.4,50.6,45.9,38.8404,56.4725,0.085,2.2431,5.0534
179.9,1882,700,490.7,45944,369019,19.7,341.4458334,37.7,36.2,39.2,2.46,46.6,16.7,32.4,11.9,25.6,20.9,57.1,9.5,65.3,31.6,67.0403,25.9876,2.0568,2.9183,4.4817
193.5,1121,451,482.3,42056,213442,16.7,768.3586173,39.8,38.3,41.1,2.61,48.2,18.7,36.8,4.9,30.1,13.5,55,11.2,60.9,34.9,76.6328,15.2197,1.3975,4.0685,4.9708
171.5,56,26,370.9,48413,11431,15.6,0,43.2,41.3,44.9,2.65,53.7,11.2,45,5.6,37.5,8.8,51.3,12.2,65.5,37.7,64.1675,33.6063,0.1621,0.3668,6.2744
160.7,51,20,405.8,33824,8616,20.6,580.3156917,44.6,42,45.9,2.63,55.9,32,34.2,2.2,34.9,9.7,41.5,11.1,49.8,43.9,88.6092,0.5402,0,0.8391,1.9989
188.4,344,124,519.2,49342,58674,15.9,34.08664826,41.4,40.5,43,0.0268,46.3,25,28.8,6,31.1,12.6,51.5,8.3,64.6,35.4,61.8252,31.083,0.4784,3.1424,5.9092
163.9,2573,853,500.9,44828,517600,17.3,183.5394127,36.9,35.7,37.9,2.46,45.3,12.6,25.5,10.9,24.6,22.4,58.4,8.8,65.3,30,56.7557,33.3762,4.4291,2.7599,5.3729
199.5,332,145,472.6,31674,52456,23.5,0,42.1,39.6,44.6,2.42,39.1,23.4,37.3,5.4,35.8,8.5,45.8,14.1,54.2,46.3,40.0734,52.1804,0.8108,0.9999,5.3174
182.9,501,190,468.2,45380,128140,20.5,0,33.6,32.8,34.5,2.84,51.1,14.9,32.8,5.3,30.8,13,49.6,11.3,64.5,32.2,67.9384,20.9612,1.176,5.1118,5.9171
157.6,400,147,453.4,42812,59868,15.2,0,46.8,45.4,48.2,2.24,55,20.3,27.9,7.5,28.6,14.7,49.6,7.3,61.6,41.9,96.0098,0.9109,0.5374,0.6017,3.9076
151.8,777,275,468,47286,112655,12.9,816.652612,46.3,44.1,48.5,2.35,57.5,21.5,33.3,8.7,26.4,18.3,51.4,6,64.4,40.3,90.8721,3.0824,1.0691,2.6003,5.7654
184.3,136,58,434.1,30056,24184,25.8,0,41.7,39.5,43.5,2.48,40.1,14,31.4,3.2,32.9,9,43.3,13.7,54.2,45.1,35.5877,58.347,0.7797,1.2065,5.897
191.8,156,64,424.7,44175,52671,19.5,0,31.4,30.7,32.2,2.93,50.7,20.9,29.3,5.2,27.5,14.8,45.8,13.1,60.7,35.1,46.4826,34.1478,1.3157,4.3896,7.3669
162.4,301,106,479.7,62526,71275,8.5,252.5429674,31.1,29.6,32.8,2.49,50.8,9.2,31.5,8.4,29.3,19.2,66.5,2.6,82.9,21.5,88.5748,3.1254,1.3006,1.5679,7.8906
178,32,17,405.2,51470,4168,10.9,0,51,49.6,52.6,2.04,64.8,12.2,25.9,14,33.8,15.6,58.5,1.3,79,35.8,98.0257,0,0,0.2617,7.2443
170.1,106,47,403.1,86354,35294,6.9,0,32.6,31.8,33.5,2.4,55.3,14.4,41,4.6,28.5,15.2,70.6,1.7,81.3,19.4,88.9902,1.8502,0.287,2.2486,9.9672
217.2,169,75,493.1,34116,28024,24.8,0,41,40.2,41.5,2.56,52.8,16.5,47.2,3.5,43.6,6.4,46,13.4,49.6,46.4,97.4282,0.3826,0.1098,0.0921,4.0794
185,569,241,456.6,43602,104425,18,536.2700503,38.1,36.5,40,2.53,46.2,16.7,32.3,6.6,39.7,10.1,57.1,9.2,68.4,36.2,83.545,12.0584,0.7519,0.5314,6.2374
203.2,625,263,498.3,39757,98632,21.5,496.7961716,41.8,40.5,43.4,2.48,48.2,25.4,41.9,2.5,44.9,8.9,50.7,8.9,61.7,39.1,93.256,3.4066,0.4721,0.4841,6.4473
192.1,271,105,489.6,34216,65886,29.9,15.17773123,28,27.5,28.6,2.47,35.1,2.3,15.7,7,32.3,13.9,47.7,10.9,70.6,31.3,91.0426,2.3286,3.3367,0.334,2.5248
189.7,269,110,484.8,52650,45876,8.3,0,41,39.8,42.2,2.49,58.4,16.5,39.9,4.7,43.9,11.6,63.4,5,78.2,30.7,97.3928,0.4512,0.5123,0.364,6.0288
185.2,406,185,427.9,41983,69154,16.1,0,43.9,41.3,46.5,2.35,50.6,18.1,36.6,5.5,43.5,9.4,51.3,8.5,69.5,37.7,93.4891,3.8341,0.368,0.4054,3.535
213.3,264,112,500.2,46484,43839,15,0,40.8,40.3,41.3,2.62,54.1,7.6,45.3,3.1,48.1,8,53.3,9.9,63.2,37.4,97.236,0.9854,0.1853,0.1944,8.673
189,1721,706,458.9,58558,376353,14.4,263.0509123,36.4,35.2,37.7,2.68,50.5,9.5,33.7,7.8,34,18.4,60.6,7.2,73.6,27.7,86.0323,7.7855,2.6709,1.0015,5.4797
172.8,180,67,472.5,46177,27811,13.5,71.91399087,44.5,43.3,46.1,2.54,58.4,17,44.1,5.3,47.5,6.7,55,7.1,65.3,35.1,97.1686,0.8357,0.2221,0.3632,5.2289
190.1,215,90,462.1,50302,38987,11.3,0,41.2,39.7,42.8,2.53,55.2,15.6,40.5,3.9,45.1,10.7,58.2,9.1,71.9,34.2,94.4432,1.8963,0.3859,0.3909,4.6362
200.6,814,360,471.1,42029,135959,18.2,478.0853051,41,39.8,42,2.44,48.4,16.1,34.7,5.1,36.4,11.5,54.1,10,64.9,40.9,86.241,8.5129,0.7243,1.1964,5.3194
178.7,1007,370,479.5,62158,201973,11.2,549.578409,39.5,38.2,40.6,2.65,55.1,12.2,37.3,10,34,18.3,61.9,5.5,74.1,27.6,95.3691,1.3945,0.9911,0.5203,5.1706
224.3,231,108,488.5,49453,41917,13.7,238.5666913,39.3,37.9,40.8,2.53,52.8,15.1,33.9,6.2,40.6,10.3,56.1,9.2,66.9,35.8,94.6601,2.4826,0.2888,0.296,5.6826
178.3,624,259,445.6,42645,104806,15.9,76.33150774,43.2,42.1,44.7,2.43,51.9,18,40.1,4.9,46.5,9.5,54.1,9,63.5,39.2,95.256,2.305,0.3368,0.4585,6.2254
203,214,96,459.8,41547,36569,18.1,0,41.5,40.2,43.1,2.53,54.8,20.7,39.2,5.9,50.3,8.5,53.6,7.8,63.4,36.7,96.9502,1.062,0.3839,0.1253,5.8321
184.6,276,113,476.5,39881,42306,15.4,0,42.6,41.3,44.2,2.37,54.7,21.7,42.2,4.9,44.9,8.4,52.9,8.1,68.5,38.8,96.8169,0.7092,0.3721,0.2504,6.3012
187.1,7637,3091,485,44138,1255921,19.6,555.7674408,40.4,38.4,42.1,2.31,40.5,17.1,29.6,12.6,28.3,18,56.4,10.6,65.3,37.3,63.6077,29.6882,2.7753,1.2073,4.8796
179.6,293,128,439.3,46610,52076,12.2,1152.162224,41.8,40.1,43.1,2.48,56.3,13.9,43.2,8.4,49.9,7.7,57.9,7.6,70.1,35.3,97.6469,0.6437,0.3113,0.2063,6.6879
188.6,211,91,446.9,53026,38352,11.7,0,39.7,37.9,41.1,2.49,53.5,13.2,38.1,8.6,44.2,11.1,59.1,8.4,73.3,32.7,92.0039,1.8697,0.3388,3.3231,6.0665
